ticker,cik,fiscal_year,revenue,ebit,ebitda,interest_expense,tax_expense,net_income,d_and_a,capex,assets_current,liabilities_current,cash,short_term_borrowings,long_term_debt_current,long_term_debt_noncurrent,gross_debt,net_debt,shares_out,nwc,delta_nwc,effective_tax_rate
IBM,0000051143,2013,106916000000,21003000000,24592000000,411000000,5148000000,,3589000000,4108000000,49433000000,43625000000,10661000000,,5593000000,24088000000,29681000000,19020000000,,-10446000000,-2762000000,
IBM,0000051143,2014,102874000000,22540000000,25932000000,459000000,5541000000,,3392000000,4082000000,51350000000,40154000000,11922000000,,3854000000,32856000000,36710000000,24788000000,,-4580000000,5866000000,
IBM,0000051143,2015,98367000000,20244000000,23571000000,402000000,3363000000,,3327000000,3623000000,47377000000,39581000000,10412000000,,4601000000,34991000000,39592000000,29180000000,,-7217000000,-2637000000,
IBM,0000051143,2016,92793000000,19986000000,23131000000,484000000,4234000000,,3145000000,3740000000,42504000000,34269000000,10716000000,,5271000000,33428000000,38699000000,27983000000,,-7752000000,-535000000,
IBM,0000051143,2017,81741000000,15945000000,18607000000,468000000,2581000000,13190000000,2662000000,3579000000,43888000000,36275000000,8476000000,,6239000000,34655000000,40894000000,32418000000,,-7102000000,650000000,0.163654809460402
IBM,0000051143,2018,79919000000,12330000000,15167000000,630000000,449000000,11872000000,2837000000,3567000000,49735000000,37363000000,11972000000,,5214000000,39837000000,45051000000,33079000000,,-4814000000,2288000000,0.03644184725265806
IBM,0000051143,2019,79139000000,11400000000,14421000000,615000000,5642000000,5753000000,3021000000,3229000000,49146000000,38227000000,11379000000,10207000000,,,10207000000,-1172000000,,-10667000000,-5853000000,0.495129442738043
IBM,0000051143,2020,79591000000,11342000000,14469000000,723000000,2619000000,8728000000,3127000000,3395000000,38420000000,37701000000,8172000000,8797000000,,54102000000,62899000000,54727000000,,-16250000000,-5583000000,0.23080990570194765
IBM,0000051143,2021,57714000000,7206000000,11415000000,1344000000,60000000,9431000000,4209000000,2286000000,39165000000,39869000000,13188000000,7116000000,,54217000000,61333000000,48145000000,,-21008000000,-4758000000,0.006321778527025603
IBM,0000051143,2022,55179000000,2572000000,6799000000,1288000000,-1360000000,5590000000,4227000000,2618000000,29539000000,33619000000,6650000000,6787000000,,44917000000,51704000000,45054000000,,-17517000000,3491000000,-0.3215130023640662
IBM,0000051143,2023,57350000000,4837000000,8725000000,1155000000,124000000,5743000000,3888000000,2062000000,29118000000,31505000000,7886000000,4760000000,,46189000000,50949000000,43063000000,,-15033000000,2484000000,0.02113516277484234
IBM,0000051143,2024,60530000000,1156000000,3563000000,1216000000,-626000000,1639000000,2407000000,1346000000,32908000000,34122000000,13068000000,6426000000,,50121000000,56547000000,43479000000,,-20708000000,-5675000000,-0.6179664363277394
JPM,0000019617,2009,71372000000,,,44981000000,7440000000,15365000000,1394000000,,,,,,,270683000000,270683000000,,,,,0.3262442446831835
JPM,0000019617,2010,67252000000,,,34239000000,-926000000,5605000000,1263000000,,,,,,,266318000000,266318000000,,,,,-0.19790553537080574
JPM,0000019617,2011,100434000000,16067000000,17117000000,15198000000,4415000000,11728000000,1050000000,,,,,,,270653000000,270653000000,,,,,0.2734931549278325
JPM,0000019617,2012,102694000000,24859000000,25795000000,12781000000,7489000000,17370000000,936000000,,,,,,,256775000000,256775000000,,,,,0.30125910133150974
JPM,0000019617,2013,97234000000,26749000000,27597000000,13604000000,7773000000,18976000000,848000000,,,,,,,249024000000,249024000000,,,,,0.29059030244121276
JPM,0000019617,2014,97031000000,28917000000,29874000000,11043000000,7633000000,21284000000,957000000,,,,,,,,,,,,,0.2639623750734862
JPM,0000019617,2015,97367000000,26675000000,,9350000000,8789000000,17886000000,,,,,,,,,,,,,,0.32948453608247424
JPM,0000019617,2016,95112000000,30699000000,,7897000000,8954000000,21745000000,,,,,,,,,,,,,,0.29167073846053615
JPM,0000019617,2017,93543000000,30702000000,,7463000000,6260000000,24442000000,,,,,,34443000000,,,34443000000,,,,,0.20389551169304931
JPM,0000019617,2018,96569000000,34536000000,,9818000000,9803000000,24733000000,,,,,361683000000,51802000000,,,51802000000,-309881000000,,,,0.283848737549224
JPM,0000019617,2019,100705000000,35900000000,,13874000000,11459000000,24441000000,,,,,,69276000000,,,69276000000,,,,,0.31919220055710307
JPM,0000019617,2020,108783000000,40764000000,,21041000000,8290000000,32474000000,,,,,,40920000000,,,40920000000,,,,,0.20336571484643312
JPM,0000019617,2021,115720000000,44866000000,,26795000000,8435000000,36431000000,,,,,,45208000000,,,45208000000,,,,,0.18800427940979805
JPM,0000019617,2022,119951000000,35815000000,,9960000000,6684000000,29131000000,,,,,,53594000000,,,53594000000,,,,,0.1866257154823398
JPM,0000019617,2023,121649000000,59562000000,59707000000,5553000000,11228000000,48334000000,145000000,,,,,44027000000,,,44027000000,,,,,0.1885094523353816
JPM,0000019617,2024,128695000000,46166000000,46481000000,,8490000000,37676000000,315000000,,,,,44712000000,,,44712000000,,,,,0.18390157258588571
V,0001403161,2009,3590000000,-1449000000,-1323000000,81000000,-316000000,-1076000000,126000000,,11174000000,7165000000,270000000,,51000000,55000000,106000000,-164000000,,3688000000,,
V,0001403161,2010,6263000000,1232000000,1469000000,143000000,532000000,804000000,237000000,,9241000000,4442000000,275000000,,12000000,44000000,56000000,-219000000,,4512000000,824000000,0.39820359281437123
V,0001403161,2011,6911000000,3538000000,3764000000,,1648000000,2353000000,226000000,,8734000000,3498000000,4979000000,,12000000,32000000,44000000,-4935000000,,245000000,-4267000000,0.4118970257435641
V,0001403161,2012,8065000000,4589000000,4854000000,72000000,1674000000,2966000000,265000000,,9190000000,3451000000,4617000000,,,,,,,1122000000,877000000,0.3607758620689655
V,0001403161,2013,9188000000,5456000000,5744000000,,2010000000,3650000000,288000000,,11786000000,7954000000,3867000000,,,,,,,-35000000,-1157000000,0.3551236749116608
V,0001403161,2014,10421000000,2139000000,2472000000,,65000000,2144000000,333000000,,7822000000,4335000000,2127000000,,,,,,,1360000000,1395000000,0.029425079221367133
V,0001403161,2015,11778000000,7239000000,7636000000,,2277000000,4980000000,397000000,,9562000000,6006000000,2074000000,,,,,,,1482000000,122000000,0.3137660190161224
V,0001403161,2016,12702000000,7697000000,8132000000,,2286000000,5438000000,435000000,,10021000000,5355000000,2186000000,,,,,,,2480000000,998000000,0.29596064215432416
V,0001403161,2017,13880000000,9064000000,9558000000,,2667000000,6328000000,494000000,81000000,14313000000,8046000000,1971000000,,0,,,,,4296000000,1816000000,0.2964980544747082
V,0001403161,2018,15082000000,7883000000,8385000000,,2021000000,5991000000,502000000,42000000,19023000000,9994000000,3518000000,,1749000000,,1749000000,-1769000000,,3762000000,-534000000,0.2522466300549176
V,0001403161,2019,18358000000,12144000000,12700000000,,4995000000,6699000000,556000000,50000000,18216000000,11305000000,9874000000,,,,,,,-2963000000,-6725000000,0.4271421241662391
V,0001403161,2020,20609000000,12954000000,13567000000,,2505000000,10301000000,613000000,77000000,20970000000,13415000000,8162000000,,0,16729000000,16729000000,8567000000,,-607000000,2356000000,0.19561143214118382
V,0001403161,2021,,15001000000,15657000000,,2804000000,12080000000,656000000,95000000,27645000000,14510000000,16289000000,,2999000000,21071000000,24070000000,7781000000,,-6153000000,-5546000000,0.18839021768341843
V,0001403161,2022,,14081000000,14848000000,,2924000000,10866000000,767000000,38000000,27607000000,15739000000,16487000000,,999000000,19978000000,20977000000,4490000000,,-5618000000,535000000,0.212037708484409
V,0001403161,2023,,15804000000,16608000000,,3752000000,12311000000,804000000,41000000,30205000000,20853000000,15689000000,,2250000000,20200000000,22450000000,6761000000,,-8587000000,-2969000000,0.23358027765672665
V,0001403161,2024,,18813000000,19674000000,,3179000000,14957000000,861000000,56000000,33532000000,23098000000,16286000000,,0,20463000000,20463000000,4177000000,,-5852000000,2735000000,0.17528672254080283
MA,0001141391,2009,4067599000,1108112000,1205754000,57277000,585546000,1085886000,97642000,81587000,4311507000,2990451000,1185080000,,149380000,19387000,168767000,-1016313000,,-13404000,,0.3503259480493373
MA,0001141391,2010,4992000000,-534000000,-422000000,104000000,-129000000,-254000000,112000000,76000000,5003000000,3167000000,1659000000,,,22000000,22000000,-1637000000,,177000000,190404000,
MA,0001141391,2011,5099000000,2260000000,2401000000,115000000,755000000,1463000000,141000000,57000000,6454000000,3143000000,1505000000,,,,,,,1806000000,1629000000,0.34039675383228135
MA,0001141391,2012,5539000000,2752000000,2900000000,52000000,910000000,1846000000,148000000,61000000,7741000000,4217000000,2055000000,,,,,,,1469000000,-337000000,0.330188679245283
MA,0001141391,2013,6714000000,2713000000,2907000000,25000000,842000000,1906000000,194000000,77000000,9357000000,4906000000,3067000000,,,,,,,1384000000,-85000000,0.3064046579330422
MA,0001141391,2014,7391000000,3937000000,4167000000,20000000,1174000000,,230000000,96000000,10950000000,6032000000,3734000000,,,0,,,,1184000000,-200000000,
MA,0001141391,2016,,5106000000,5427000000,48000000,1462000000,,321000000,175000000,10984000000,6269000000,3599000000,,,3268000000,3268000000,-331000000,,1116000000,-68000000,
MA,0001141391,2019,12497000000,6622000000,7058000000,154000000,2607000000,,436000000,300000000,16171000000,11593000000,6721000000,,500000000,5834000000,6334000000,-387000000,,-2643000000,-3759000000,
MA,0001141391,2020,14950000000,7282000000,7741000000,186000000,1345000000,,459000000,330000000,16902000000,11904000000,6988000000,,0,8527000000,8527000000,1539000000,,-1990000000,653000000,
MA,0001141391,2021,16883000000,9664000000,10186000000,224000000,1613000000,,522000000,422000000,19113000000,11847000000,10113000000,,649000000,12023000000,12672000000,2559000000,,-3496000000,-1506000000,
MA,0001141391,2022,15301000000,8081000000,8661000000,380000000,1349000000,,580000000,339000000,16949000000,13162000000,7421000000,,792000000,13109000000,13901000000,6480000000,,-4426000000,-930000000,
MA,0001141391,2023,18884000000,10082000000,10808000000,431000000,1620000000,,726000000,407000000,16606000000,14171000000,7008000000,,274000000,13749000000,14023000000,7015000000,,-4847000000,-421000000,
MA,0001141391,2024,22237000000,12264000000,13014000000,,1802000000,,750000000,442000000,18961000000,16264000000,8588000000,,1337000000,14344000000,15681000000,7093000000,,-7228000000,-2381000000,
BAC,0000070858,2009,66833000000,,,52863000000,5942000000,14982000000,,,,,36429000000,158056000000,,268292000000,426348000000,389919000000,,,,0.28398011852418276
BAC,0000070858,2010,72782000000,,,40324000000,420000000,4008000000,,,,,42531000000,91660000000,,522877000000,614537000000,572006000000,,,,0.0948509485094851
BAC,0000070858,2011,119643000000,4360000000,,30807000000,-1916000000,6276000000,,,,,32857000000,59962000000,,448431000000,508393000000,475536000000,,,,-0.43944954128440367
BAC,0000070858,2012,110220000000,-1323000000,,23974000000,915000000,-2238000000,,,,,121339000000,35698000000,,372265000000,407963000000,286624000000,,,,
BAC,0000070858,2013,93454000000,-230000000,,21620000000,-1676000000,1446000000,,,,,108427000000,30731000000,,275585000000,306316000000,197889000000,,,,
BAC,0000070858,2014,83334000000,3072000000,,16744000000,-1116000000,4188000000,,,,,120102000000,,,249674000000,249674000000,129572000000,,,,-0.36328125
BAC,0000070858,2015,88942000000,16172000000,,12755000000,4741000000,11431000000,,,,,110752000000,,,243139000000,243139000000,132387000000,,,,0.2931610190452634
BAC,0000070858,2016,85894000000,7963000000,,10935000000,2443000000,5520000000,,,,,131322000000,,,236764000000,236764000000,105442000000,,,,0.3067939218887354
BAC,0000070858,2017,82965000000,22187000000,,10549000000,6277000000,15910000000,,,,,138589000000,,,216823000000,216823000000,78234000000,,,,0.28291341776716095
BAC,0000070858,2018,83701000000,25021000000,,9961000000,7199000000,17822000000,,,,,159353000000,,,227402000000,227402000000,68049000000,,,,0.2877183166140442
BAC,0000070858,2019,87126000000,29213000000,31316000000,12340000000,10981000000,18232000000,2103000000,,,,177404000000,,,229392000000,229392000000,51988000000,,,,0.37589429363639476
BAC,0000070858,2020,91020000000,34584000000,36647000000,18607000000,6437000000,28147000000,2063000000,,,,,,,240856000000,240856000000,,,,,0.1861265325005783
BAC,0000070858,2021,91244000000,32754000000,34483000000,22345000000,5324000000,27430000000,1729000000,,,,,,,262934000000,262934000000,,,,,0.16254503266776577
BAC,0000070858,2022,85528000000,18995000000,20838000000,8225000000,1101000000,17894000000,1843000000,,,,,,,280117000000,280117000000,,,,,0.057962621742563836
BAC,0000070858,2023,89113000000,33976000000,35874000000,4738000000,1998000000,31978000000,1898000000,,,,,,,275982000000,275982000000,,,,,0.05880621615257829
BAC,0000070858,2024,94950000000,30969000000,32947000000,,3441000000,27528000000,1978000000,,,,,,,302204000000,302204000000,,,,,0.1111111111111111
WFC,0000072971,2009,,,,14203000000,3570000000,8057000000,,,,,,108074000000,,267158000000,375232000000,,,,,0.3070439494280554
WFC,0000072971,2010,,,,9755000000,602000000,2655000000,861000000,,,,,108074000000,,203861000000,311935000000,,,,,0.18483266809947804
WFC,0000072971,2011,,17998000000,19298000000,9950000000,5331000000,12275000000,1300000000,,,,,38966000000,,156983000000,195949000000,,,,,0.302794501874361
WFC,0000072971,2012,,19001000000,20501000000,8039000000,6338000000,12362000000,1500000000,,,,,55401000000,,125354000000,180755000000,,,,,0.33893048128342246
WFC,0000072971,2013,,23656000000,25056000000,6649000000,7445000000,15869000000,1400000000,,,,,49091000000,,127379000000,176470000000,,,,,0.3193360212747705
WFC,0000072971,2014,,28471000000,29771000000,5161000000,9103000000,18897000000,1300000000,,,,,57175000000,,152998000000,210173000000,,,,,0.3251071428571429
WFC,0000072971,2015,,32629000000,33829000000,4289000000,10405000000,21878000000,1200000000,,,,,53883000000,,183943000000,237826000000,,,,,0.3223058575720968
WFC,0000072971,2016,,33915000000,35115000000,4025000000,10307000000,23057000000,1200000000,,,,,63518000000,,199536000000,263054000000,,,,,0.30892578827478717
WFC,0000072971,2017,88389000000,33641000000,34841000000,3976000000,10365000000,22894000000,1200000000,,,,,97528000000,,255077000000,352605000000,,,,,0.31164496827926275
WFC,0000072971,2018,88267000000,32120000000,33320000000,5909000000,10075000000,21938000000,1200000000,,,,,96781000000,,225020000000,321801000000,,,,,0.314715896666979
WFC,0000072971,2019,88389000000,27377000000,28577000000,9352000000,4917000000,22183000000,1200000000,,,,,103256000000,,229044000000,332300000000,,,,,0.1814391143911439
WFC,0000072971,2020,,28538000000,29838000000,14652000000,5662000000,22393000000,1300000000,,,,,104512000000,,228191000000,332703000000,,,,,0.20181785777936198
WFC,0000072971,2021,,25967000000,27367000000,18852000000,5761000000,19715000000,1400000000,,,,,58999000000,,212950000000,271949000000,,,,,0.2261344010048673
WFC,0000072971,2022,,2505000000,3905000000,7963000000,-1157000000,3377000000,1400000000,,,,,34409000000,,160689000000,195098000000,,,,,-0.5211711711711712
WFC,0000072971,2023,,29563000000,30963000000,3915000000,5764000000,22109000000,1400000000,,,,,51145000000,,174870000000,226015000000,,,,,0.20679510637534532
WFC,0000072971,2024,,15629000000,16829000000,,2251000000,13677000000,1200000000,,,,,89559000000,,207588000000,297147000000,,,,,0.14132345554997489
GS,0000886982,2009,,,,,6005000000,11599000000,,,,,,,,,,,,,,0.34111565553283346
GS,0000886982,2010,,,,,14000000,2322000000,,,,,,,,196288000000,196288000000,,,,,0.0059931506849315065
GS,0000886982,2011,,19829000000,,,6444000000,13385000000,,,,,,72371000000,,188247000000,260618000000,,,,,0.32497856674567555
GS,0000886982,2012,,12892000000,,,4538000000,8354000000,,,,,,,,181724000000,181724000000,,,,,0.35200124107973935
GS,0000886982,2013,28811000000,6169000000,8034000000,7982000000,1727000000,4442000000,1865000000,1184000000,,,39788000000,,,176270000000,176270000000,136482000000,,,,0.27994812773545147
GS,0000886982,2014,34163000000,11207000000,12945000000,7501000000,3732000000,7475000000,1738000000,961000000,,,56008000000,,,168489000000,168489000000,112481000000,,,,0.3330061568662443
GS,0000886982,2015,34206000000,11737000000,13059000000,6668000000,3697000000,8040000000,1322000000,706000000,,,72669000000,60099000000,,174551000000,234650000000,161981000000,,,,0.31498679389963363
GS,0000886982,2016,34528000000,12357000000,13694000000,5557000000,3880000000,8477000000,1337000000,678000000,,,78867000000,,,185942000000,185942000000,107075000000,,,,0.31399206927247714
GS,0000886982,2017,33820000000,8778000000,9769000000,5388000000,2695000000,6083000000,991000000,1833000000,,,75025000000,,,197491000000,197491000000,122466000000,,,,0.30701754385964913
GS,0000886982,2018,30790000000,10304000000,11302000000,7104000000,2906000000,7398000000,998000000,2865000000,,,93439000000,,,227579000000,227579000000,134140000000,,,,0.28202639751552794
GS,0000886982,2019,32730000000,11132000000,12284000000,10181000000,6846000000,4286000000,1152000000,3184000000,,,121711000000,,,,,,,,,0.6149838303988502
GS,0000886982,2020,36616000000,12481000000,13809000000,15912000000,2022000000,10459000000,1328000000,7982000000,,,110051000000,,,,,,,,,0.16200624949923884
GS,0000886982,2021,36546000000,10583000000,12287000000,17376000000,2117000000,8466000000,1704000000,8443000000,,,130547000000,,,,,,,,,0.20003779646603043
GS,0000886982,2022,44560000000,12479000000,14381000000,8938000000,3020000000,9459000000,1902000000,6309000000,,,261036000000,,,,,,,,,0.2420065710393461
GS,0000886982,2023,59339000000,27044000000,29059000000,5650000000,5409000000,21635000000,2015000000,4667000000,,,241825000000,60961000000,,,60961000000,-180864000000,,,,0.2000073953557166
GS,0000886982,2024,47365000000,13486000000,15941000000,21346000000,2225000000,11261000000,2455000000,3748000000,,,241577000000,75945000000,,,75945000000,-165632000000,,,,0.16498591131543824
MS,0000895421,2009,26478000000,,,57283000000,576000000,3209000000,475000000,,,,20606000000,10102000000,,179835000000,189937000000,169331000000,,,,0.15217965653896962
MS,0000895421,2010,22140000000,,,36263000000,16000000,1707000000,794000000,,,,25598000000,2378000000,,193374000000,195752000000,170154000000,,,,0.009286128845037725
MS,0000895421,2011,23280000000,1130000000,2354000000,6687000000,-297000000,1346000000,1224000000,,,,78670000000,3256000000,26911000000,192457000000,222624000000,143954000000,,,,-0.2831267874165872
MS,0000895421,2012,31230000000,6198000000,7617000000,6407000000,743000000,4703000000,1419000000,,,,31991000000,2843000000,35082000000,184234000000,222159000000,190168000000,,,,0.13643040763863387
MS,0000895421,2013,32227000000,6110000000,7514000000,6883000000,1414000000,4110000000,1404000000,,,,47615000000,2138000000,25303000000,169571000000,197012000000,149397000000,,,,0.2559739319333816
MS,0000895421,2014,26178000000,596000000,2177000000,5897000000,-161000000,68000000,1581000000,,,,47312000000,2142000000,24193000000,153575000000,179910000000,132598000000,,,,
MS,0000895421,2015,,4558000000,6069000000,4431000000,902000000,2932000000,1511000000,,,,46904000000,2261000000,20740000000,152772000000,175773000000,128869000000,,,,0.23526343244653103
MS,0000895421,2016,,3591000000,4752000000,3678000000,-90000000,3467000000,1161000000,,,,59883000000,2173000000,22396000000,153768000000,178337000000,118454000000,,,,-0.026650873556411016
MS,0000895421,2017,,8495000000,9928000000,2742000000,2200000000,6127000000,1433000000,,,,87591000000,,26127000000,164775000000,190902000000,103311000000,,,,0.26420079260237783
MS,0000895421,2018,,8848000000,10584000000,3318000000,2726000000,5979000000,1736000000,,,,85552000000,,23870000000,191063000000,214933000000,129381000000,,,,0.31315336013785183
MS,0000895421,2019,,10403000000,12156000000,5697000000,4168000000,6111000000,1753000000,,,,,,24694000000,188117000000,212811000000,,,,,0.4054869150695593
MS,0000895421,2020,,11237000000,13081000000,10086000000,2350000000,8748000000,1844000000,,,,82171000000,,20402000000,190060000000,210462000000,128291000000,,,,0.2117498648405118
MS,0000895421,2021,,11301000000,13944000000,12404000000,2064000000,9042000000,2643000000,,,,105654000000,,24241000000,213388000000,237629000000,131975000000,,,,0.18584548892490546
MS,0000895421,2022,,14418000000,18187000000,3849000000,3239000000,10996000000,3769000000,,,,127725000000,,,227363000000,227363000000,99638000000,,,,0.22753775904460835
MS,0000895421,2023,,19668000000,23884000000,1366000000,4548000000,15034000000,4216000000,,,,128127000000,,,233867000000,233867000000,105740000000,,,,0.23225411091819018
MS,0000895421,2024,,14089000000,18087000000,,2910000000,11029000000,3998000000,,,,89232000000,,,260544000000,260544000000,171312000000,,,,0.20876676949565967
C,0000831001,2009,77300000000,,,75958000000,-2546000000,3617000000,,4003000000,,,,126691000000,,359593000000,486284000000,,,,,-2.377217553688142
C,0000831001,2010,51599000000,,,52750000000,-20326000000,-27684000000,,3780000000,,,,68879000000,,364019000000,432898000000,,,,,
C,0000831001,2011,80285000000,,,27902000000,-6733000000,-1606000000,,2264000000,,,,78790000000,,381183000000,459973000000,,,,,
C,0000831001,2012,86601000000,,,25096000000,2233000000,10602000000,976000000,2363000000,,,,54441000000,,323505000000,377946000000,,,,,0.17397740553174912
C,0000831001,2013,77331000000,,,24209000000,3575000000,11067000000,898000000,3448000000,,,,52027000000,,239463000000,291490000000,,,,,0.24416063379319766
C,0000831001,2014,69190000000,,,20612000000,7000000,7541000000,856000000,3604000000,,,,58944000000,,221116000000,280060000000,,,,,0.0009273979862215156
C,0000831001,2015,76724000000,,,16177000000,6186000000,13659000000,808000000,3490000000,,,,58335000000,,223080000000,281415000000,,,,,0.31171579743008315
C,0000831001,2016,77219000000,14701000000,15457000000,13690000000,7197000000,7310000000,756000000,3386000000,,,,21079000000,,201275000000,222354000000,,,,,0.49610532846212174
C,0000831001,2017,76354000000,24826000000,25451000000,11921000000,7440000000,17242000000,625000000,3198000000,,,,30701000000,,206178000000,236879000000,,,,,0.30143424357831616
C,0000831001,2018,70797000000,21477000000,22072000000,12512000000,6444000000,14912000000,595000000,2756000000,,,133097000000,44452000000,,236709000000,281161000000,148064000000,,,,0.30174189923206596
C,0000831001,2019,72444000000,22761000000,23364000000,16518000000,29388000000,-6798000000,603000000,3361000000,,,,32346000000,,231999000000,264345000000,,,,,1.300929614873838
C,0000831001,2020,72854000000,23445000000,24002000000,24266000000,5357000000,18045000000,557000000,3774000000,,,,45049000000,,248760000000,293809000000,,,,,0.2289120587983933
C,0000831001,2021,75067000000,23901000000,24465000000,28382000000,4430000000,19401000000,564000000,5336000000,,,,29514000000,,271686000000,301200000000,,,,,0.1858923251227393
C,0000831001,2022,75501000000,13632000000,14051000000,13338000000,2525000000,11047000000,419000000,3446000000,,,,27973000000,,254374000000,282347000000,,,,,0.18604479811376362
C,0000831001,2023,71884000000,27469000000,27829000000,7981000000,5451000000,21952000000,360000000,4119000000,,,,47096000000,,271606000000,318702000000,,,,,0.1989198262963909
C,0000831001,2024,75338000000,18807000000,19159000000,,3642000000,14845000000,352000000,5632000000,,,,37457000000,,286619000000,324076000000,,,,,0.19700329961594634
SCHW,0000316709,2009,4994000000,,,623000000,733000000,2407000000,,168000000,,,4507000000,,,883000000,883000000,-3624000000,,,,0.23343949044585988
SCHW,0000316709,2010,5150000000,,,226000000,798000000,1212000000,,188000000,,,6764000000,,,1512000000,1512000000,-5252000000,,,,0.3970149253731343
SCHW,0000316709,2011,4193000000,,,183000000,489000000,787000000,,140000000,,,5442000000,,,2006000000,2006000000,-3436000000,,,,0.3832288401253918
SCHW,0000316709,2012,4248000000,,,199000000,325000000,454000000,,129000000,,,8241000000,,,2001000000,2001000000,-6240000000,,,,0.417201540436457
SCHW,0000316709,2013,4691000000,,,175000000,528000000,864000000,135000000,180000000,,,4931000000,,,,,,,,,0.3793103448275862
SCHW,0000316709,2014,4883000000,,,150000000,522000000,928000000,149000000,148000000,,,8679000000,,,,,,,,,0.36
SCHW,0000316709,2015,5435000000,1705000000,1859000000,105000000,634000000,1071000000,154000000,249000000,,,12663000000,,,,,,,,,0.3718475073313783
SCHW,0000316709,2016,6058000000,2115000000,2270000000,102000000,794000000,1321000000,155000000,400000000,,,7728000000,,,,,,,,,0.37541371158392434
SCHW,0000316709,2017,6380000000,2279000000,2458000000,132000000,832000000,1447000000,179000000,266000000,,,11363000000,0,,,,,,,,0.36507240017551557
SCHW,0000316709,2018,7478000000,2993000000,3190000000,171000000,1104000000,1889000000,197000000,346000000,,,10828000000,15000000000,,,15000000000,4172000000,,,,0.36886067490811897
SCHW,0000316709,2019,8618000000,3650000000,3882000000,342000000,1296000000,2354000000,232000000,400000000,,,14217000000,,,7430000000,7430000000,-6787000000,,,,0.35506849315068495
SCHW,0000316709,2020,10132000000,4562000000,,857000000,1055000000,3507000000,,570000000,,,27938000000,,,7430000000,7430000000,-20508000000,,,,0.23125822007891275
SCHW,0000316709,2021,10721000000,4848000000,,1064000000,1144000000,3704000000,,708000000,,,29345000000,0,,13632000000,13632000000,-15713000000,,,,0.23597359735973597
SCHW,0000316709,2022,11691000000,4300000000,,418000000,1001000000,3299000000,,631000000,,,40348000000,4855000000,,,4855000000,-35493000000,,,,0.2327906976744186
SCHW,0000316709,2023,18520000000,7713000000,,476000000,1858000000,5855000000,,916000000,,,62975000000,,,,,,,,,0.24089200051860496
SCHW,0000316709,2024,20762000000,9388000000,,,2205000000,7183000000,,971000000,,,40195000000,,,,,,,,,0.23487430762675757
AXP,0000004962,2009,,5694000000,,3981000000,1568000000,4012000000,,938000000,,,8246000000,8993000000,,60041000000,69034000000,60788000000,,,,0.2810035842293907
AXP,0000004962,2010,28365000000,,,3555000000,710000000,2699000000,,977000000,,,4064000000,2344000000,,77300000000,79644000000,75580000000,,,,0.20827222059254913
AXP,0000004962,2011,,,,2207000000,704000000,2130000000,,722000000,,,,3414000000,,66416000000,69830000000,,,,,0.24841213832039521
AXP,0000004962,2012,,,,2423000000,1907000000,4057000000,176000000,878000000,,,,4337000000,,59570000000,63907000000,,,,,0.3197518443997317
AXP,0000004962,2013,,,,2320000000,2057000000,4935000000,189000000,1189000000,,,,3314000000,,58973000000,62287000000,,,,,0.2941933638443936
AXP,0000004962,2014,,,,2226000000,1969000000,4482000000,198000000,1053000000,,,,5021000000,,55330000000,60351000000,,,,,0.3052239962796466
AXP,0000004962,2015,,,,1958000000,2529000000,5359000000,193000000,1006000000,,,,3480000000,,57955000000,61435000000,,,,,0.3206135902636917
AXP,0000004962,2016,,,,1707000000,3106000000,5885000000,174000000,1195000000,,,,4812000000,,48061000000,52873000000,,,,,0.3454565676787899
AXP,0000004962,2017,,,,1623000000,2775000000,5163000000,183000000,1341000000,,,,5581000000,,46990000000,52571000000,,,,,0.34958427815570675
AXP,0000004962,2018,,,,1705000000,2667000000,5375000000,194000000,1375000000,,,,3278000000,,55804000000,59082000000,,,,,0.33163392190997265
AXP,0000004962,2019,,,,2112000000,4677000000,2748000000,207000000,1062000000,,,,3100000000,,58423000000,61523000000,,,,,0.6298989898989898
AXP,0000004962,2020,,,,2943000000,1201000000,6921000000,212000000,1310000000,,,,6442000000,,57835000000,64277000000,,,,,0.14786998276286628
AXP,0000004962,2021,,,,3464000000,1670000000,6759000000,49000000,1645000000,,,,1878000000,,42952000000,44830000000,,,,,0.19812551904140469
AXP,0000004962,2022,,,,2098000000,1161000000,3135000000,54000000,1478000000,,,,2243000000,,38675000000,40918000000,,,,,0.2702513966480447
AXP,0000004962,2023,,,,1283000000,2629000000,8060000000,57000000,1550000000,,,,1348000000,,42573000000,43921000000,,,,,0.24595378426419684
AXP,0000004962,2024,,,,,2071000000,7514000000,51000000,1855000000,,,,1293000000,,47866000000,49159000000,,,,,0.21606677099634847
BLK,0002012383,2024,11061000000,6385000000,6636000000,,1296000000,5178000000,251000000,533000000,,,8736000000,,,7918000000,7918000000,-818000000,,,,0.20018535681186284
SPGI,0000064040,2009,6772281000,1676912000,,40581000,608973000,1013559000,,229609000,2302723000,2530703000,353498000,70022000,,1197611000,1267633000,914135000,,-651500000,,0.3753226438677327
SPGI,0000064040,2010,6355055000,1374684000,1853384000,75624000,479695000,799491000,478700000,,2936396000,2451954000,396096000,,,1197791000,1197791000,801695000,,88346000,739846000,0.3750001954367856
SPGI,0000064040,2011,5870000000,1259000000,1709000000,77000000,429000000,731000000,450000000,,3375000000,2681000000,472000000,0,,1198000000,1198000000,726000000,,222000000,133654000,0.36982758620689654
